id,class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season
75324,p,11.59,f,t,k,t,d,c,b,4.73,24.96,,,g,,,f,f,,g,a
75325,e,13.7,x,,n,t,,,w,14.09,16.67,b,,w,u,w,t,g,,d,u
75326,e,8.65,f,h,o,f,s,,y,10.0,17.34,,i,o,,,f,f,,d,a
75327,e,5.67,f,e,b,f,,c,b,4.19,14.07,,,w,,,t,f,,d,a
75328,p,4.27,f,t,n,f,x,c,p,5.7,3.48,,i,n,,,f,f,,m,a
75329,e,9.34,x,t,n,t,p,,y,7.27,18.63,,,n,,w,t,p,,d,a
75330,p,3.44,b,y,w,f,e,c,w,4.77,3.65,,k,w,,,t,e,,d,u
75331,p,3.45,s,s,y,f,f,f,f,2.79,5.39,,,y,,,f,f,,d,u
75332,p,22.68,x,g,e,f,p,,y,5.04,45.03,,,n,,,f,f,,d,w
75333,p,9.12,s,,r,t,d,,o,5.16,12.77,,,w,,,t,f,,d,a
75334,p,0.73,x,g,n,f,a,,p,3.75,0.93,,h,k,,,f,f,,d,w
75335,e,2.94,f,s,w,f,d,d,w,2.92,5.94,,,w,,,f,f,,g,w
75336,p,4.63,x,h,o,f,a,c,n,4.86,6.47,,y,n,,,t,z,,d,a
75337,p,2.42,x,y,o,f,a,,y,3.22,5.05,,,o,,,f,f,,d,u
75338,e,4.99,x,h,n,f,x,c,n,4.95,5.61,,y,n,,,t,r,,d,u
75339,p,2.58,x,g,n,f,a,,w,7.66,2.57,,,n,,,f,f,,d,a
75340,p,7.96,x,t,n,f,x,c,y,8.18,15.29,,,y,,,f,f,,d,a
75341,p,19.96,s,k,w,t,d,d,n,7.05,33.82,,,w,,,f,f,,d,u
75342,p,4.51,x,,n,f,x,c,p,7.73,3.99,,,n,,,f,f,,d,a
75343,e,2.71,b,y,n,f,,c,k,6.0,2.67,,,w,,,f,f,,d,u
75344,p,1.95,c,t,n,f,,,n,7.34,3.29,,,y,,,f,f,,g,a
75345,p,4.34,x,i,e,f,,,e,4.96,5.99,,,e,,,f,f,n,d,a
75346,p,0.71,x,g,n,f,a,,p,3.93,0.93,,h,k,,,f,f,,d,s
75347,e,7.59,x,t,y,t,x,c,y,8.01,15.8,,,w,,,f,f,,d,a
75348,p,9.28,x,,w,f,x,c,w,9.81,11.82,r,i,w,,,f,f,,h,u
75349,e,3.25,f,,y,f,f,f,f,5.79,6.83,,,o,,,f,f,,d,u
75350,p,10.23,x,e,y,t,p,,o,8.68,27.13,,,u,,,f,f,,d,u
75351,e,3.29,x,h,n,f,,c,n,5.91,6.65,,s,w,,w,f,f,k,d,a
75352,p,7.95,f,w,p,f,s,c,p,2.84,9.56,,,p,,,f,f,,d,w
75353,e,4.73,x,t,o,f,a,d,y,6.53,5.79,,s,o,,,f,f,,d,s
75354,p,7.41,x,t,n,f,s,,n,6.36,8.18,,y,n,,,f,f,,d,a
75355,e,4.77,c,,n,f,f,f,f,4.95,21.66,,,n,,,f,f,,l,s
75356,p,6.55,f,t,e,f,x,,w,4.92,16.94,b,,n,,,f,f,,d,u
75357,e,5.81,f,s,b,f,x,c,w,6.56,9.48,,s,n,,,f,f,,l,w
75358,e,3.98,x,t,n,f,d,,o,5.48,5.94,,t,w,,,f,f,,d,w
75359,p,9.04,x,i,n,f,a,,n,11.2,14.11,s,,n,,e,f,f,,h,a
75360,p,7.95,x,y,w,t,,,p,9.5,16.61,s,,w,,,t,l,,g,a
75361,p,3.23,x,,w,f,x,c,p,9.04,4.11,,,n,,,f,f,,l,u
75362,e,2.97,x,s,w,f,d,d,w,2.79,4.97,,,w,,,f,f,,g,w
75363,e,9.58,f,y,y,f,,,w,5.24,23.19,b,,n,,w,t,e,,d,w
75364,e,5.55,x,h,n,f,x,c,n,5.72,6.29,,s,n,,,t,r,,d,a
75365,p,8.3,f,h,r,f,,c,w,10.99,13.28,,,w,u,w,t,g,,d,a
75366,p,8.09,x,y,w,t,,,w,7.87,14.55,s,,w,,,t,l,,g,a
75367,p,10.14,x,t,r,t,d,c,n,5.4,15.29,,,n,,,f,f,,d,a
75368,e,10.52,f,e,b,f,,c,b,4.98,19.46,,,w,,,t,f,,d,a
75369,e,3.4,f,d,p,t,d,c,p,5.05,7.11,,,g,,,f,f,,d,a
75370,e,1.39,b,g,n,f,,,g,3.76,1.42,,,w,,,f,f,,d,a
75371,e,3.55,x,d,o,f,a,c,o,4.43,6.92,,,o,,,f,f,,g,u
75372,p,5.45,f,,g,f,d,c,w,6.2,10.24,b,,n,,,f,f,,l,a
75373,e,10.54,s,s,r,f,x,c,n,7.0,22.66,,,w,,,f,f,,d,a
75374,p,1.95,b,g,o,f,,c,n,4.8,3.3,,,n,,,f,f,,d,u
75375,p,3.48,s,w,n,t,d,c,y,3.95,6.22,,,n,,,f,f,,d,a
75376,e,9.95,f,s,y,f,d,d,w,8.38,14.43,,i,n,,,t,,w,d,w
75377,p,6.67,x,,n,f,p,,e,8.79,28.44,c,,n,,,f,f,p,d,a
75378,e,12.0,f,s,n,f,x,,n,9.72,28.13,,,n,,,f,f,,d,a
75379,p,3.25,b,t,l,f,s,c,g,5.82,7.07,,y,l,,,t,e,k,m,a
75380,p,1.33,b,h,n,f,a,,n,4.19,1.23,,t,n,,,f,f,,h,a
75381,e,8.44,f,s,u,f,a,c,w,4.55,15.42,,,w,,,f,f,,d,a
75382,e,2.87,s,d,u,t,d,c,p,3.75,6.12,,,n,,,f,f,,d,a
75383,p,3.71,x,y,n,f,a,,w,5.58,3.58,,y,n,,,t,r,,g,a
75384,p,3.19,f,w,n,t,d,c,n,3.46,5.94,,,n,,,f,f,,d,u
75385,e,3.32,f,d,p,t,d,c,p,4.46,5.7,,,n,,,f,f,,d,a
75386,e,6.68,x,s,w,f,e,c,p,4.7,13.17,,,w,,w,t,e,,g,a
75387,p,3.14,s,d,w,f,a,d,w,3.54,2.6,,h,w,,,f,f,,g,a
75388,e,4.15,s,,y,f,f,f,f,6.08,7.41,,,y,,,f,f,,d,a
75389,p,3.02,x,i,e,f,,,e,4.1,5.05,,,e,,,f,f,n,d,a
75390,e,5.73,x,h,n,f,x,c,w,4.66,5.91,,s,n,,,t,r,,d,a
75391,p,3.53,f,,u,f,a,,w,3.65,6.3,,,w,,,f,f,,d,u
75392,p,3.21,x,i,e,f,,,e,4.3,4.91,,,e,,,f,f,n,d,w
75393,e,5.14,x,h,n,f,x,c,w,5.32,6.41,,y,n,,,t,r,,d,w
75394,e,4.93,x,t,g,f,a,d,n,5.36,4.33,,t,g,,,t,l,,d,u
75395,p,5.68,x,h,e,f,x,d,w,5.61,16.38,b,,w,,,f,f,,d,a
75396,p,6.38,b,d,n,f,d,c,y,5.55,6.31,,i,y,,,t,,,d,a
75397,p,4.74,x,s,y,f,,c,y,9.14,8.71,,,y,u,w,t,z,k,d,u
75398,p,7.86,x,,n,t,x,,n,7.92,21.72,s,,u,,,f,f,,d,u
75399,e,10.56,x,t,n,t,p,,n,9.39,18.39,,,n,,w,t,p,,d,a
75400,e,3.34,x,,y,f,a,c,o,3.54,8.22,,,w,,,f,f,,d,a
75401,e,5.81,f,s,n,f,x,c,w,6.59,10.37,,s,n,,,f,f,,l,w
75402,e,4.05,x,h,o,f,a,c,w,5.43,6.84,,,o,,,f,f,,d,w
75403,p,4.74,x,t,n,f,s,c,n,6.25,8.34,,,w,,n,t,z,,d,a
75404,e,10.12,s,,g,f,s,c,b,7.41,19.04,,,b,,,f,f,,l,a
75405,e,6.11,c,,n,f,f,f,f,4.89,19.27,,,n,,,f,f,,d,s
75406,e,9.25,f,t,n,f,e,c,w,6.71,9.74,,i,w,,,t,f,p,d,u
75407,e,2.5,x,,u,f,,d,w,6.15,4.2,,,w,,,f,f,,d,u
75408,e,8.59,x,s,n,t,p,,y,8.21,17.79,,,n,,w,t,p,,d,u
75409,e,10.12,x,h,n,t,p,,y,8.8,22.92,,,n,,,f,f,,d,u
75410,p,0.66,f,,o,f,d,,o,4.32,1.03,,,y,,,f,f,w,g,a
75411,p,2.06,p,t,n,f,a,c,n,8.2,2.86,,t,y,,,t,e,,m,u
75412,p,1.55,o,k,n,f,,,n,4.13,1.56,,,n,,,f,f,,d,s
75413,p,7.67,f,t,e,f,x,d,w,5.65,18.13,b,,w,,,f,f,,d,a
75414,e,4.98,x,d,n,t,p,,y,7.12,13.54,,,y,,,f,f,,d,a
75415,e,9.3,s,s,u,f,x,,n,5.92,19.51,,,p,,,f,f,,d,u
75416,p,2.59,s,d,w,f,d,d,p,2.77,2.41,,h,w,,,f,f,,g,u
75417,e,3.4,x,s,w,f,d,d,w,3.56,6.06,,,w,,,f,f,,m,u
75418,e,14.94,x,t,n,f,a,d,y,7.82,24.84,,,w,,,f,f,w,d,w
75419,p,8.75,f,,y,t,x,c,y,6.08,14.59,,,w,,,f,f,,d,a
75420,e,3.58,f,s,w,f,d,d,w,4.48,6.47,,,w,,,f,f,,m,w
75421,p,12.69,x,,n,f,e,,w,10.89,14.84,,,w,u,w,t,g,,d,a
75422,p,18.04,f,s,n,f,p,,y,6.18,41.91,,,n,,,f,f,,d,a
75423,p,5.93,f,,y,f,s,d,y,4.99,14.37,,i,y,,,f,f,,d,a
75424,p,4.02,b,s,y,f,,c,r,7.81,7.1,,,y,,w,t,z,k,d,a
75425,e,9.02,x,h,n,t,p,,y,7.48,18.0,,,n,,w,t,p,,d,a
75426,p,9.09,x,g,n,f,e,,w,8.2,16.39,,y,w,u,w,t,p,,d,a
75427,p,1.21,s,s,y,f,f,f,f,3.2,5.08,,,y,,,f,f,,d,a
75428,p,7.81,o,e,y,f,,c,o,1.61,15.85,,,n,,,f,f,,d,a
75429,p,3.02,b,,k,f,a,,k,9.8,2.72,,,n,,w,f,f,k,g,a
75430,p,2.93,f,d,n,f,x,c,w,4.62,2.9,b,i,n,,,f,f,,l,a
75431,e,6.93,c,t,n,f,e,,w,12.1,12.56,,s,n,u,w,f,f,,d,a
75432,p,8.45,o,e,n,f,,c,o,1.33,13.87,,,y,,,f,f,,d,w
75433,p,7.19,b,y,w,f,,,p,15.07,17.11,,,n,,,f,f,,d,s
75434,e,10.09,x,s,o,f,d,d,w,6.4,14.82,,,w,,,f,f,,d,w
75435,p,6.2,s,d,y,f,d,c,y,4.82,7.06,,,o,,,f,f,,d,u
75436,p,14.91,f,k,n,f,d,c,y,6.07,31.03,,k,k,,,f,f,,d,u
75437,p,4.64,x,t,y,f,a,c,y,6.66,8.49,,g,o,,,f,f,,g,u
75438,p,4.07,b,s,y,f,,c,y,7.99,7.04,,,y,u,w,t,z,r,d,w
75439,e,1.47,x,g,y,f,a,,w,6.11,2.06,,t,y,,,f,f,,d,u
75440,p,0.68,x,,o,f,,,y,3.81,0.77,,,y,,,f,f,,d,a
75441,p,3.28,b,h,n,f,,,n,8.81,5.75,,,w,,,t,,k,g,a
75442,p,5.5,x,s,r,t,s,d,w,6.37,15.28,r,i,n,,,f,f,,d,a
75443,p,1.85,f,i,l,f,a,,p,2.62,2.09,,,w,,,f,f,p,g,a
75444,e,2.14,f,y,n,f,a,d,p,7.24,3.19,,i,n,,,f,f,,h,a
75445,p,3.37,x,y,n,f,a,,w,5.44,3.46,,y,n,,,t,r,,h,u
75446,p,3.12,x,k,n,f,s,,p,4.34,3.16,,,n,,,f,f,p,g,a
75447,e,6.46,s,,n,f,d,c,w,4.64,8.22,,s,w,,,f,f,,h,u
75448,p,3.6,b,y,n,f,,c,g,6.87,4.78,s,s,w,,,f,f,,d,a
75449,p,5.68,s,d,y,f,d,c,o,3.57,6.46,,,o,,,f,f,,h,u
75450,p,9.11,x,,g,t,x,,u,7.37,19.67,s,,u,,u,f,f,,d,a
75451,e,4.82,x,s,o,f,p,,n,5.02,11.83,,,e,,,f,f,,d,a
75452,p,1.28,x,s,y,f,f,f,f,3.25,5.07,,,y,,,f,f,,d,u
75453,p,4.69,x,h,o,f,a,c,y,6.26,7.83,,g,o,,,f,f,,g,u
75454,p,7.92,x,s,n,f,s,,y,6.75,16.85,,i,n,,,f,f,,d,u
75455,e,7.35,s,,n,f,s,c,g,7.23,18.81,b,,u,,,f,f,,g,a
75456,e,6.32,x,d,n,t,p,,y,7.54,16.21,,,y,,,f,f,,d,u
75457,p,5.37,b,i,k,f,a,,g,7.06,7.3,,,y,,,f,f,,g,u
75458,e,5.18,f,,n,f,x,c,g,6.31,4.13,,,w,,,f,f,,d,a
75459,e,10.24,p,y,n,t,e,,p,9.07,17.71,,y,w,,,t,l,,l,a
75460,e,8.14,f,,n,f,s,c,p,6.51,19.1,b,,u,,,f,f,,g,w
75461,e,6.33,s,,n,f,d,c,w,5.07,8.36,,s,w,,,f,f,,l,a
75462,p,8.23,x,,n,t,x,,n,8.21,19.79,s,,u,,u,f,f,,d,a
75463,e,7.13,x,h,y,t,x,c,y,8.22,16.87,,,w,,,f,f,,d,a
75464,p,7.78,x,w,p,f,s,c,p,4.91,10.34,,,p,,,f,f,,d,a
75465,p,5.28,c,k,y,t,x,c,r,5.53,12.58,,,w,,,f,f,,g,a
75466,p,10.54,x,t,n,f,a,d,w,11.1,29.34,,,w,,,f,f,,d,a
75467,p,3.78,x,y,y,f,a,,w,5.93,3.65,,y,n,,,t,r,,g,u
75468,e,7.44,f,s,n,f,s,c,w,6.59,11.23,b,i,n,,,f,f,,l,u
75469,e,6.66,x,h,g,f,a,d,n,6.27,5.47,,t,g,,,t,l,,d,a
75470,p,7.93,x,s,n,f,s,,g,6.12,8.15,,y,n,,,f,f,,d,w
75471,e,4.39,x,t,n,f,a,d,y,6.15,6.04,,k,o,,,f,f,,d,w
75472,e,2.28,s,y,n,f,d,d,p,5.26,3.54,,i,n,,,f,f,,h,a
75473,e,4.19,b,g,g,f,a,d,g,6.89,3.45,,s,n,,,f,f,,d,u
75474,e,0.97,f,g,n,t,a,,w,5.42,1.02,,,n,,,f,f,,d,u
75475,e,4.59,x,,w,f,e,,w,5.93,11.86,b,,w,u,y,t,g,,d,u
75476,e,2.82,s,d,u,t,d,c,p,4.4,5.81,,,n,,,f,f,,d,u
75477,p,3.01,f,s,g,f,d,c,w,2.82,6.03,,,w,,,f,f,,g,u
75478,e,2.21,f,y,n,f,d,d,p,6.37,3.85,,i,n,,,f,f,,h,u
75479,p,2.73,b,w,y,f,a,,y,5.06,5.47,,t,r,,,f,f,,g,a
75480,e,4.1,x,h,o,f,a,d,y,6.0,5.48,,s,o,,,f,f,,d,s
75481,p,1.44,x,k,n,f,,,n,4.27,1.5,,,n,,,f,f,,d,w
75482,e,7.51,x,y,n,f,e,c,w,5.42,9.8,,y,n,,,f,f,,d,u
75483,e,3.66,b,g,w,f,x,d,w,5.02,3.15,,,y,,,f,f,,g,u
75484,e,5.59,f,s,w,f,e,c,k,4.79,12.23,,,w,,w,t,e,,m,u
75485,e,6.37,s,,n,f,d,c,w,5.57,7.95,,s,w,,,f,f,,h,u
75486,e,3.23,b,y,n,f,,c,n,6.63,3.12,,,w,,,f,f,,d,s
75487,p,2.99,x,,w,f,x,c,p,7.04,3.57,,,p,,,f,f,,l,u
75488,p,5.83,s,,n,t,d,c,b,6.49,6.76,,,n,,,f,f,,d,u
75489,p,7.08,s,d,e,t,d,c,n,6.58,10.76,,,e,,,f,f,,d,u
75490,p,3.72,f,k,n,f,s,,w,4.29,3.18,,,n,,,f,f,p,g,u
75491,p,1.42,b,h,n,f,a,,n,4.94,1.5,,t,n,,,f,f,,h,a
75492,p,6.73,f,,y,f,s,d,y,5.82,14.81,,i,y,,,f,f,,d,a
75493,e,11.82,f,,l,f,d,c,w,2.54,15.57,,,w,,,f,f,,d,a
75494,p,6.71,x,e,n,f,a,,n,8.26,10.44,,,n,,w,t,z,,d,a
75495,e,7.84,f,s,k,f,a,c,w,3.53,13.59,,,w,,,f,f,,d,a
75496,p,4.4,o,,w,f,f,f,f,5.66,32.75,,g,w,,,t,f,,d,u
75497,p,1.39,x,g,n,f,d,d,n,1.85,2.51,,s,n,,,f,f,,h,a
75498,p,8.68,p,,n,f,p,,w,9.16,27.47,c,,n,,,f,f,w,d,u
75499,e,3.39,s,,y,f,d,f,f,6.02,7.1,,,o,,,f,f,,d,u
75500,e,5.06,x,y,n,f,e,c,p,5.19,9.93,,y,n,,,f,f,,d,a
75501,p,2.59,x,s,w,f,d,c,w,3.55,8.04,,,w,,,f,f,,g,a
75502,p,1.36,x,s,n,t,p,,y,4.68,10.39,,,n,,,f,f,,d,u
75503,e,10.42,f,e,b,f,,c,b,4.7,19.63,,,w,,,t,f,,d,a
75504,p,7.28,s,d,n,t,d,c,n,7.08,9.24,,,e,,,f,f,,d,a
75505,p,1.07,b,t,n,f,,c,k,4.33,2.6,,,n,,,t,f,,m,a
75506,p,7.1,o,k,r,f,,c,y,1.65,15.71,,,y,,,f,f,,d,a
75507,e,12.05,s,t,p,t,d,c,o,6.08,13.36,,,w,,,f,f,,g,u
75508,e,10.44,x,s,e,f,d,d,w,9.23,14.62,,i,n,,,t,,w,d,w
75509,e,5.66,x,d,e,t,p,,y,5.77,11.93,,,e,,,f,f,,d,a
75510,p,4.23,c,e,w,t,x,c,r,4.9,11.03,,,w,,,f,f,,d,s
75511,p,5.91,s,d,n,t,d,c,y,4.78,7.34,,,n,,,f,f,,d,u
75512,p,5.73,x,e,e,f,a,,g,6.51,9.46,,,y,,w,t,z,,d,a
75513,p,2.71,f,,w,f,a,c,n,4.07,3.72,,i,w,,,f,f,,p,a
75514,p,7.02,f,,r,f,x,c,n,7.02,11.58,,,w,,,f,f,,d,u
75515,p,11.15,x,e,y,t,p,,o,7.31,25.62,,,e,,,f,f,,d,a
75516,p,1.23,x,g,n,f,d,d,n,1.79,2.48,,s,n,,,f,f,,h,u
75517,p,4.34,x,t,o,f,a,c,n,6.03,7.11,,y,n,,,t,z,,d,a
75518,p,3.45,x,s,o,f,a,,o,3.43,6.24,,,o,,,f,f,,m,a
75519,p,11.29,o,,n,f,f,f,f,3.86,25.57,,g,n,,,f,f,,d,s
75520,p,1.93,p,t,n,f,a,c,g,4.77,2.38,,t,y,,,t,e,,m,u
75521,p,6.19,x,e,e,f,a,,y,8.27,9.76,,,e,,w,t,z,,d,a
75522,p,2.5,b,,n,f,a,,n,8.06,2.3,,,n,,w,f,f,k,g,u
75523,p,1.31,x,s,n,f,f,f,f,2.68,4.45,,,y,,,f,f,,d,a
75524,p,0.92,b,t,n,f,,c,g,2.58,2.21,,,n,,,t,f,,m,u
75525,e,4.66,x,t,n,f,p,,n,4.67,11.23,,,e,,,f,f,,d,a
75526,e,7.67,o,l,n,f,f,f,f,4.0,27.34,,,n,,,f,f,g,d,w
75527,p,5.44,x,,n,f,d,c,y,5.92,10.25,b,,n,,,f,f,,l,w
75528,e,7.98,f,,e,f,x,c,w,5.73,17.41,,s,w,,,f,f,,d,u
75529,p,1.48,x,g,n,f,d,d,n,1.45,2.16,,s,n,,,f,f,,d,s
75530,e,0.88,b,g,w,f,,,g,2.84,1.49,,,w,,,f,f,,d,u
75531,p,3.73,b,y,r,f,s,c,g,5.96,7.71,,y,l,,,t,e,u,m,u
75532,e,3.44,f,g,o,f,p,,y,5.4,10.77,,,n,,,f,f,,d,u
75533,e,7.18,x,y,n,f,e,c,w,6.09,9.43,,y,n,,,f,f,,d,a
75534,p,1.93,f,i,l,f,a,,p,4.55,2.63,,,w,,,f,f,p,g,a
75535,e,1.65,c,g,n,f,a,,w,5.18,1.59,,,g,,,f,f,,l,a
75536,p,1.43,x,g,n,f,d,d,n,1.98,2.53,,s,n,,,f,f,,h,u
75537,e,6.95,x,t,n,f,p,d,y,5.04,11.97,,s,n,,,f,f,,g,a
75538,p,2.89,c,,w,f,a,c,w,3.9,3.55,,i,w,,,f,f,,p,u
75539,p,1.96,f,i,l,f,a,,w,3.76,2.4,,,w,,,f,f,p,g,a
75540,p,7.38,f,w,n,f,x,,w,13.93,7.03,r,g,n,,,f,f,,d,a
75541,p,6.24,x,t,e,f,x,,w,11.08,6.49,r,g,n,,,f,f,,d,u
75542,e,3.34,f,h,n,f,,c,w,5.99,5.86,,s,w,,w,f,f,k,d,a
75543,e,5.96,c,,g,f,f,f,f,5.92,21.82,,,n,,,f,f,,l,s
75544,e,8.38,x,y,w,f,,,w,6.29,25.18,b,,n,,w,t,e,,d,a
75545,p,6.97,s,d,n,t,d,c,n,6.06,7.85,,,e,,,f,f,,d,a
75546,p,5.34,s,d,y,f,d,c,o,4.32,6.88,,,y,,,f,f,,h,a
75547,e,1.35,x,w,n,f,,d,g,4.86,2.33,,,w,,,f,f,,g,u
75548,p,0.98,b,,n,f,,c,g,4.27,2.68,,,n,,,t,f,,g,u
75549,p,3.99,x,t,o,f,a,c,y,6.42,7.62,,g,o,,,f,f,,d,u
75550,p,6.03,x,,y,f,s,d,y,5.96,11.66,,i,y,,,f,f,,d,a
75551,p,1.86,x,i,l,f,a,,p,3.45,2.56,,,w,,,f,f,p,g,a
75552,e,10.35,x,t,n,t,p,,y,6.62,21.13,,,n,,,f,f,,d,u
75553,e,2.6,b,y,n,f,,c,k,7.07,3.37,,,w,,,f,f,,d,u
75554,p,3.03,b,,n,f,a,c,k,9.27,2.72,,,n,,w,f,f,k,g,a
75555,p,1.52,x,k,n,f,,,n,3.85,1.4,,,n,,,f,f,,d,a
75556,e,7.12,f,y,n,f,e,c,n,4.09,13.22,,,w,,,t,l,,w,a
75557,p,0.66,f,,o,f,d,,o,4.76,1.08,,,y,,,f,f,w,g,u
75558,e,3.65,x,d,n,t,d,c,p,4.69,7.0,,,g,,,f,f,,d,a
75559,e,5.08,x,t,n,f,p,,n,6.79,13.15,,,w,,,f,f,,d,a
75560,p,0.79,x,g,y,f,,,y,4.68,0.84,,,y,,,f,f,,d,u
75561,p,4.14,x,t,y,f,a,c,y,5.66,6.36,,g,o,,,f,f,,g,u
75562,p,5.64,p,y,n,f,,,g,9.22,12.37,,s,w,,,t,z,,g,a
75563,e,8.26,x,h,n,f,p,d,y,5.85,12.9,,s,n,,,f,f,,g,u
75564,e,2.88,s,,y,f,f,f,f,6.18,6.26,,,y,,,f,f,,d,a
75565,p,2.96,f,,u,f,a,c,n,3.35,3.57,,i,w,,,f,f,,p,a
75566,e,8.73,f,h,o,f,s,,n,10.68,13.62,,t,o,,,f,f,,d,a
75567,p,6.35,x,e,e,f,a,,n,7.89,8.32,,,e,,w,t,z,,d,a
75568,p,2.92,x,,k,f,a,,k,9.42,2.49,,,n,,,f,f,k,g,u
75569,e,7.11,f,,n,f,x,c,w,5.88,15.12,,s,w,,,f,f,,d,u
75570,p,0.93,b,t,n,f,,c,g,3.58,2.41,,,n,,,t,f,,m,a
75571,e,3.71,f,h,o,f,a,d,y,7.91,5.9,,s,o,,,f,f,,d,w
75572,e,6.94,x,i,n,f,e,c,p,5.12,13.12,,,w,,,t,l,,w,u
75573,p,8.71,b,t,w,f,e,c,w,13.06,12.86,,y,w,u,w,t,l,,d,u
75574,p,2.24,b,,g,f,a,,g,4.82,2.07,,s,n,,,f,f,,d,u
75575,p,8.54,x,y,w,t,,,n,9.41,16.71,s,,w,,,t,l,,d,a
75576,e,1.13,p,g,w,f,,,g,3.57,1.41,,,w,,,f,f,,d,w
75577,p,3.8,x,t,n,f,s,c,n,5.75,8.7,,,w,,n,t,z,,d,a
75578,e,3.43,x,d,n,f,p,,n,4.61,10.83,,,y,,,f,f,,d,a
75579,p,5.53,x,,y,f,s,d,y,5.67,12.9,,i,y,,,f,f,,d,a
75580,p,8.72,x,y,w,t,,,n,8.14,16.73,s,,w,,,t,l,,g,a
75581,e,7.37,x,s,u,f,a,c,w,3.91,13.48,,,w,,,f,f,,d,a
75582,p,1.7,b,h,n,f,a,,n,5.01,1.68,,t,n,,,f,f,,d,a
75583,p,3.18,f,s,g,f,d,c,w,2.88,7.6,,,w,,,f,f,,g,u
75584,e,1.5,c,g,n,f,a,,g,4.52,1.2,,,g,,,f,f,,l,u
75585,e,3.37,x,d,n,f,p,,n,5.05,10.3,,,y,,,f,f,,d,a
75586,e,5.12,x,,y,f,a,c,y,3.76,8.56,,,w,,,f,f,,d,u
75587,p,4.43,s,,n,t,d,c,b,5.1,4.76,,,e,,,f,f,,d,u
75588,e,4.09,x,k,n,f,p,,y,4.42,10.44,,,n,,,f,f,,d,a
75589,e,9.3,f,s,w,f,e,c,k,22.0,13.58,,s,w,,,t,e,,u,a
75590,p,7.11,x,t,e,f,x,d,w,6.51,18.1,b,,w,,,f,f,,d,u
75591,e,11.17,x,i,n,t,e,,p,9.38,19.34,,y,w,,,t,l,,l,a
75592,e,8.86,x,h,y,f,p,,y,7.9,15.31,,,y,,y,t,,,d,a
75593,e,5.75,s,,n,f,d,c,w,5.1,7.72,,s,w,,,f,f,,d,u
75594,e,6.93,f,y,y,f,,,w,7.23,19.49,b,,n,,w,t,e,,d,u
75595,p,5.99,f,,g,f,d,c,w,5.22,10.11,b,,n,,,f,f,,d,w
75596,e,10.68,f,,n,f,s,c,u,6.93,19.08,,,b,,,f,f,,l,a
75597,p,1.47,o,k,n,f,,,n,3.9,1.47,,,n,,,f,f,,d,a
75598,e,14.48,s,t,w,f,a,d,y,5.16,23.48,,,w,,,f,f,w,d,u
75599,p,7.81,x,y,w,t,,,g,8.21,13.81,s,,w,,,t,l,,g,a
75600,e,6.93,x,s,n,f,e,c,p,6.91,10.03,,i,n,,,f,f,,d,a
75601,e,6.97,x,h,y,t,x,c,y,8.02,16.47,,,w,,,f,f,,d,u
75602,e,8.83,f,e,b,f,,c,b,4.93,19.21,,,w,,,t,f,,d,a
75603,p,7.81,f,t,y,f,x,c,y,6.35,14.68,,,y,,,f,f,,d,a
75604,p,3.95,f,t,n,f,x,c,p,5.98,3.87,,i,n,,,f,f,,d,u
75605,p,4.82,c,i,y,f,,c,r,6.05,6.46,,,w,,,f,f,,d,u
75606,p,12.85,f,,g,f,e,,w,11.31,16.56,,,w,u,w,t,g,,d,a
75607,p,5.81,b,h,n,f,,,n,9.72,6.55,,,w,,,t,,k,g,u
75608,e,6.27,f,h,k,f,s,d,g,4.98,9.86,,s,g,,,f,f,,d,a
75609,e,3.92,s,d,p,t,d,c,p,5.34,5.62,,,n,,,f,f,,d,u
75610,e,3.56,f,t,n,f,d,,o,5.64,7.04,,t,w,,,f,f,,d,a
75611,p,8.68,f,y,u,f,s,c,y,7.47,19.88,,y,y,,,f,f,,d,a
75612,p,9.04,x,t,n,f,a,d,w,10.32,29.34,,,w,,,f,f,,d,u
75613,e,1.33,c,g,n,f,a,,w,4.93,1.56,,,g,,,f,f,,d,u
75614,p,7.84,f,,g,t,d,c,w,6.77,18.39,,,b,,,f,f,,d,u
75615,p,12.38,x,,g,f,e,,w,10.98,13.63,,,w,u,w,t,g,,d,u
75616,p,10.12,f,t,r,t,d,c,n,5.26,27.11,,,r,,,f,f,,d,u
75617,p,11.04,x,e,n,t,p,,y,7.62,28.19,c,,y,,,f,f,,d,a
75618,p,1.02,b,t,n,f,,c,k,3.54,2.47,,,n,,,t,f,,m,a
75619,e,7.62,x,s,n,f,e,c,w,7.35,10.21,,i,n,,,f,f,p,d,w
75620,e,8.22,o,,n,f,,,w,4.59,22.89,,,n,,,f,f,,d,a
75621,p,16.67,f,s,n,f,d,c,y,5.86,32.64,,k,k,,,f,f,,d,a
75622,e,6.6,x,,y,f,e,,w,6.07,12.3,b,,w,u,w,t,g,,d,u
75623,p,8.32,f,t,n,t,d,c,n,6.36,15.71,,,n,,,f,f,,d,u
75624,e,3.93,f,s,w,f,d,d,w,4.28,7.34,,,w,,,f,f,,g,w
75625,e,6.63,f,w,y,f,f,f,f,5.28,14.37,,,y,,,f,f,,d,u
